Item Number,Model,List Price,Size Sort,Size,Width,Height,RefSize,Category,Family,ProductURL,Frame Sort,Frame Type,Frame Color,Glass Thickness,Glass Type,IG Thickness,IG Color,ImageURL,Bulk Item Number,Bulk List Price,Bulk Case Size,Type,Original Brand
33005822,2236-BLD CGBG 9L,500.1,1,22x36,22,36,2236,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/2236-bld-cgbg-9l,1,Standard,White,"1-11/16""",Clear,"11/16""",White,https://odl.widen.net/content/hsgorxvwuc/jpeg/684CGBGBLD_9L_GO_F8.jpeg,33005823,494.6,17,Doorglass,
33012382,2236-BLD PIM 9L,500.1,1,22x36,22,36,2236,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/2236-bld-pim-9l,1,Standard,White,"1-11/16""",Clear,"11/16""",White,https://odl.widen.net/content/fcp2tw1y6p/jpeg/510Harmony_9L_GO_F1.jpeg,,,,Doorglass,
33004285,637 1L Round Top,244.34,1,22x36,22,36,2236,Clear,Clear,https://www.odl.com/products/doorglass/637-1l-round-top,1,Standard,Oak,"1""",Clear,,,https://odl.widen.net/content/yxz6zfhyam/jpeg/637CL_GO_F1.jpeg,,,,Doorglass,
308436,681 9L,120.67,1,22x36,22,36,2236,Divided,External Grilles,https://www.odl.com/products/doorglass/681-9l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/o9yfznmapq/jpeg/681CL_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,301227,106.19,20,Doorglass,
308427,681 9L,157.3,1,22x36,22,36,2236,Divided,External Grilles,https://www.odl.com/products/doorglass/681-9l,1,Standard,Oak,"1/2""",Clear,,,https://odl.widen.net/content/o9yfznmapq/jpeg/681CL_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,301226,142.78,20,Doorglass,
33014217,681 9L,166.37,1,22x36,22,36,2236,Divided,External Grilles,https://www.odl.com/products/doorglass/681-9l,1,Standard,White,"1""",Clear,,,https://odl.widen.net/content/o9yfznmapq/jpeg/681CL_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,33014216,151.95,20,Doorglass,
308423,681 9L,170.77,1,22x36,22,36,2236,Divided,External Grilles,https://www.odl.com/products/doorglass/681-9l,1,Standard,White,"1""",Low-E,,,https://odl.widen.net/content/o9yfznmapq/jpeg/681CL_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,33014221,156.26,20,Doorglass,
308438,681 9L,207.39,1,22x36,22,36,2236,Divided,External Grilles,https://www.odl.com/products/doorglass/681-9l,1,Standard,Oak,"1""",Low-E,,,https://odl.widen.net/content/o9yfznmapq/jpeg/681CL_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,,,,Doorglass,
315504,681 9L,299.15,1,22x36,22,36,2236,Divided,External Grilles,https://www.odl.com/products/doorglass/681-9l,1,Standard,Oak,"1""",Low-E Micro-granite,,,https://odl.widen.net/content/o9yfznmapq/jpeg/681CL_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,,,,Doorglass,
308461,681 9L,208.86,1,22x36,22,36,2236,Privacy,Rain,https://www.odl.com/products/doorglass/681-9l,1,Standard,White,"1""",Low-E Rain,,,https://odl.widen.net/content/o9yfznmapq/jpeg/681CL_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,,,,Doorglass,ODL And Wr
309020,681 9L,247.28,1,22x36,22,36,2236,Privacy,Rain,https://www.odl.com/products/doorglass/681-9l,1,Standard,Oak,"1""",Low-E Rain,,,https://odl.widen.net/content/o9yfznmapq/jpeg/681CL_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,,,,Doorglass,ODL And Wr
308431,682 12L,131.85,1,22x36,22,36,2236,Divided,External Grilles,https://www.odl.com/products/doorglass/682-12l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/nshyexlm9a/jpeg/682CL_12L_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,,,,Doorglass,
33006037,682 12L,168.54,1,22x36,22,36,2236,Divided,External Grilles,https://www.odl.com/products/doorglass/682-12l,1,Standard,Oak,"1/2""",Clear,,,https://odl.widen.net/content/nshyexlm9a/jpeg/682CL_12L_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,,,,Doorglass,
33006034,682 12L,181.89,1,22x36,22,36,2236,Divided,External Grilles,https://www.odl.com/products/doorglass/682-12l,1,Standard,White,"1/2""",Low-E,,,https://odl.widen.net/content/nshyexlm9a/jpeg/682CL_12L_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,,,,Doorglass,
308418,684 1L,125.46,1,22x36,22,36,2236,Clear,Clear,https://www.odl.com/products/doorglass/684-1l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/oifjzf6g0t/jpeg/684CL_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,301218,110.97,20,Doorglass,
33006283,684 1L,162.11,1,22x36,22,36,2236,Clear,Clear,https://www.odl.com/products/doorglass/684-1l,1,Standard,Oak,"1/2""",Clear,,,https://odl.widen.net/content/oifjzf6g0t/jpeg/684CL_GO_F1.jpeg?position=c&color=ffffffff&quality=50&u=7tixwp,,,,Doorglass,
303252,684-BLD,508.57,1,22x36,22,36,2236,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/684-bld,1,Standard,White,"1-11/16""",Low-E,,White,https://odl.widen.net/content/pathv7xx4i/jpeg/684BLD_GO_F8.jpeg,303250,503.22,17,Doorglass,
303253,684-BLD,542.8,1,22x36,22,36,2236,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/684-bld,1,Standard,Oak,"1-11/16""",Low-E,,White,https://odl.widen.net/content/pathv7xx4i/jpeg/684BLD_GO_F8.jpeg,,,,Doorglass,
303235,684-CGBG-BLD 9L,547.02,1,22x36,22,36,2236,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/684-cgbg-bld-9l,1,Standard,White,"1-11/16""",Low-E,"11/16""",White,https://odl.widen.net/content/hsgorxvwuc/jpeg/684CGBGBLD_9L_GO_F8.jpeg,303232,541.5,17,Doorglass,
303236,684-CGBG-BLD 9L,581.28,1,22x36,22,36,2236,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/684-cgbg-bld-9l,1,Standard,Oak,"1-11/16""",Low-E,"11/16""",White,https://odl.widen.net/content/hsgorxvwuc/jpeg/684CGBGBLD_9L_GO_F8.jpeg,,,,Doorglass,
33015469,799-VL,254.52,1,22x36,22,36,2236,Divided,Vents,https://www.odl.com/products/doorglass/799-vl,1,Standard,White,"3/4""",Clear,,,https://odl.widen.net/content/tv62sr5nr8/jpeg/799CL_GO_F1.jpeg,33019953,241.18,17,Doorglass,
33015471,799-VL,295.86,1,22x36,22,36,2236,Divided,Vents,https://www.odl.com/products/doorglass/799-vl,1,Standard,White,"3/4""",Low-E Rain,,,https://odl.widen.net/content/tv62sr5nr8/jpeg/799CL_GO_F1.jpeg,,,,Doorglass,
33015476,799-VL,304.65,1,22x36,22,36,2236,Divided,Vents,https://www.odl.com/products/doorglass/799-vl,1,Standard,White,"3/4""",Low-E,,,https://odl.widen.net/content/tv62sr5nr8/jpeg/799CL_GO_F1.jpeg,33015475,291.29,17,Doorglass,
33015473,799-VLGBG 12L,387.19,1,22x36,22,36,2236,Divided,Vents,https://www.odl.com/products/doorglass/799-vlgbg-12l,1,Standard,White,"3/4""",Clear,"5/8""",White,https://odl.widen.net/content/tcorsacikw/jpeg/799GBG_9L_GO_F1.jpeg,33015472,373.84,17,Doorglass,
33015474,799-VLGBG 12L,428.55,1,22x36,22,36,2236,Divided,Vents,https://www.odl.com/products/doorglass/799-vlgbg-12l,1,Standard,White,"3/4""",Low-E Rain,"5/8""",White,https://odl.widen.net/content/tcorsacikw/jpeg/799GBG_9L_GO_F1.jpeg,,,,Doorglass,
33015477,799-VLGBG 12L,437.33,1,22x36,22,36,2236,Divided,Vents,https://www.odl.com/products/doorglass/799-vlgbg-12l,1,Standard,White,"3/4""",Low-E,"5/8""",White,https://odl.widen.net/content/tcorsacikw/jpeg/799GBG_9L_GO_F1.jpeg,,,,Doorglass,
315861,442 4L,309.12,2,22x48,22,48,2248,Divided,External Grilles,https://www.odl.com/products/doorglass/442-4l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/rlcs7nyx1v/jpeg/442CL_GO_F7.jpeg,304052,294.65,15,Doorglass,
308490,442 4L,433.6,2,22x48,22,48,2248,Divided,External Grilles,https://www.odl.com/products/doorglass/442-4l,1,Standard,White,"1/2""",Low-E,,,https://odl.widen.net/content/rlcs7nyx1v/jpeg/442CL_GO_F7.jpeg,,,,Doorglass,
308473,610 12L,233.42,2,22x48,22,48,2248,Divided,External Grilles,https://www.odl.com/products/doorglass/610-12l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/tytpe5yubn/jpeg/610CL_GO_F1.jpeg,301315,218.99,15,Doorglass,
308515,610 12L,287.15,2,22x48,22,48,2248,Divided,External Grilles,https://www.odl.com/products/doorglass/610-12l,1,Standard,Oak,"1/2""",Clear,,,https://odl.widen.net/content/tytpe5yubn/jpeg/610CL_GO_F1.jpeg,,,,Doorglass,
308726,610 12L,303.02,2,22x48,22,48,2248,Divided,External Grilles,https://www.odl.com/products/doorglass/610-12l,1,Standard,White,"1""",Low-E,,,https://odl.widen.net/content/tytpe5yubn/jpeg/610CL_GO_F1.jpeg,,,,Doorglass,
33011793,610 12L,304.95,2,22x48,22,48,2248,Divided,External Grilles,https://www.odl.com/products/doorglass/610-12l,1,Standard,White,"1/2""",Low-E,,,https://odl.widen.net/content/tytpe5yubn/jpeg/610CL_GO_F1.jpeg,,,,Doorglass,
308829,610 12L,356.75,2,22x48,22,48,2248,Divided,External Grilles,https://www.odl.com/products/doorglass/610-12l,1,Standard,Oak,"1""",Low-E,,,https://odl.widen.net/content/tytpe5yubn/jpeg/610CL_GO_F1.jpeg,,,,Doorglass,
33011801,610 12L,358.66,2,22x48,22,48,2248,Divided,External Grilles,https://www.odl.com/products/doorglass/610-12l,1,Standard,Oak,"1/2""",Low-E,,,https://odl.widen.net/content/tytpe5yubn/jpeg/610CL_GO_F1.jpeg,,,,Doorglass,
310299,610 12L,410.28,2,22x48,22,48,2248,Privacy,Rain,https://www.odl.com/products/doorglass/610-12l,1,Standard,White,"1""",Low-E Rain,,,https://odl.widen.net/content/tytpe5yubn/jpeg/610CL_GO_F1.jpeg,,,,Doorglass,ODL And Wr
311331,610 12L,475.22,2,22x48,22,48,2248,Privacy,Rain,https://www.odl.com/products/doorglass/610-12l,1,Standard,Oak,"1""",Low-E Rain,,,https://odl.widen.net/content/tytpe5yubn/jpeg/610CL_GO_F1.jpeg,,,,Doorglass,ODL And Wr
33008188,2264-BLD CGBG 10L,632.52,3,22x64,22,64,2264,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/2264-bld-cgbg-10l,1,Standard,White,"1-11/16""",Clear,"11/16""",White,https://odl.widen.net/content/gb43cuc5ce/jpeg/686CGBGBLD_10L_GO_F8.jpeg,,,,Doorglass,
33007868,2264-BLD CGBG 15L,650.24,3,22x64,22,64,2264,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/2264-bld-cgbg-15l,1,Standard,White,"1-11/16""",Clear,"11/16""",White,https://odl.widen.net/content/cod7pnmpi8/jpeg/686CGBGBLD_15L_GO_F8.jpeg,,,,Doorglass,
33010923,2264-BLD PIM 9L,650.24,3,22x64,22,64,2264,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/2264-bld-pim-9l,1,Standard,White,"1-11/16""",Clear,"11/16""",White,https://odl.widen.net/content/mxewraxift/jpeg/515Harmony_9L_GO_F1.jpeg,,,,Doorglass,
33010924,2264-BLD PIM 9L,733.22,3,22x64,22,64,2264,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/2264-bld-pim-9l,1,Standard,White,"1-11/16""",Low-E,"11/16""",White,https://odl.widen.net/content/mxewraxift/jpeg/515Harmony_9L_GO_F1.jpeg,,,,Doorglass,
33013180,600-GBG 15L RH 5/8,813.42,3,22x64,22,64,2264,Divided,GBG,https://www.odl.com/products/doorglass/600-gbg-15l-rh-5-8,1,Standard,White,"1""",Clear,"5/8""",White,https://odl.widen.net/content/aa3jnalomr/jpeg/600GBG_15L_GO_F1.jpeg,,,,Doorglass,
33013183,601-GBG 15L LH 5/8,813.42,3,22x64,22,64,2264,Divided,GBG,https://www.odl.com/products/doorglass/601-gbg-15l-lh-5-8,1,Standard,White,"1""",Clear,"5/8""",White,https://odl.widen.net/content/jqhnrqlipx/jpeg/601GBG_15L_GO_F1.jpeg,,,,Doorglass,
308392,628 10L,229.96,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/628-10l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/oubs9dm3wf/jpeg/628CL_GO_F1.jpeg,301267,201.09,17,Doorglass,
308814,628 10L,303.2,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/628-10l,1,Standard,Oak,"1/2""",Clear,,,https://odl.widen.net/content/oubs9dm3wf/jpeg/628CL_GO_F1.jpeg,33013489,282.36,17,Doorglass,
33008181,628 10L,317.92,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/628-10l,1,Standard,White,"1/2""",Low-E,,,https://odl.widen.net/content/oubs9dm3wf/jpeg/628CL_GO_F1.jpeg,33008182,297.25,17,Doorglass,
308421,628 10L,318.99,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/628-10l,1,Standard,White,"1""",Low-E,,,https://odl.widen.net/content/oubs9dm3wf/jpeg/628CL_GO_F1.jpeg,33013496,298.17,17,Doorglass,
317750,628 10L,359.42,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/628-10l,1,Standard,White,"1""",Low-E+,,,https://odl.widen.net/content/oubs9dm3wf/jpeg/628CL_GO_F1.jpeg,308164,338.61,17,Doorglass,
33008200,628 10L,391.16,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/628-10l,1,Standard,Oak,"1/2""",Low-E,,,https://odl.widen.net/content/oubs9dm3wf/jpeg/628CL_GO_F1.jpeg,,,,Doorglass,
308816,628 10L,392.24,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/628-10l,1,Standard,Oak,"1""",Low-E,,,https://odl.widen.net/content/oubs9dm3wf/jpeg/628CL_GO_F1.jpeg,33007875,378.76,17,Doorglass,
317751,628 10L,432.68,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/628-10l,1,Standard,Oak,"1""",Low-E+,,,https://odl.widen.net/content/oubs9dm3wf/jpeg/628CL_GO_F1.jpeg,33008194 | 33007879,418.58 | 419.22,17,Doorglass,
308452,686 1L,234.19,3,22x64,22,64,2264,Clear,Clear,https://www.odl.com/products/doorglass/686-1l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/awguv8v9p8/jpeg/686CL_GO_F1.jpeg,301178,213.37,17,Doorglass,
33007178,686 1L,307.53,3,22x64,22,64,2264,Clear,Clear,https://www.odl.com/products/doorglass/686-1l,1,Standard,Oak,"1/2""",Clear,,,https://odl.widen.net/content/awguv8v9p8/jpeg/686CL_GO_F1.jpeg,,,,Doorglass,
303256,686-BLD,672.58,3,22x64,22,64,2264,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/686-bld,1,Standard,White,"1-11/16""",Low-E,,White,https://odl.widen.net/content/gytxoeyt4p/jpeg/686BLD_GO_F8.jpeg,303254,661.52,15,Doorglass,
303257,686-BLD,741.02,3,22x64,22,64,2264,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/686-bld,1,Standard,Oak,"1-11/16""",Low-E,,White,https://odl.widen.net/content/gytxoeyt4p/jpeg/686BLD_GO_F8.jpeg,,,,Doorglass,
303241,686-CGBG-BLD 10L,715.16,3,22x64,22,64,2264,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/686-cgbg-bld-10l,1,Standard,White,"1-11/16""",Low-E,"11/16""",White,https://odl.widen.net/content/gb43cuc5ce/jpeg/686CGBGBLD_10L_GO_F8.jpeg,,,,Doorglass,
303242,686-CGBG-BLD 10L,783.64,3,22x64,22,64,2264,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/686-cgbg-bld-10l,1,Standard,Oak,"1-11/16""",Low-E,"11/16""",White,https://odl.widen.net/content/gb43cuc5ce/jpeg/686CGBGBLD_10L_GO_F8.jpeg,,,,Doorglass,
303248,686-CGBG-BLD 15L,732.83,3,22x64,22,64,2264,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/686-cgbg-bld-15l,1,Standard,White,"1-11/16""",Low-E,"11/16""",White,https://odl.widen.net/content/cod7pnmpi8/jpeg/686CGBGBLD_15L_GO_F8.jpeg,303245,721.84,15,Doorglass,
303249,686-CGBG-BLD 15L,801.33,3,22x64,22,64,2264,Blinds,Triple-glazed Enclosed Blinds,https://www.odl.com/products/doorglass/686-cgbg-bld-15l,1,Standard,Oak,"1-11/16""",Low-E,"11/16""",White,https://odl.widen.net/content/cod7pnmpi8/jpeg/686CGBGBLD_15L_GO_F8.jpeg,,,,Doorglass,
308506,689 15L,239.11,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/689-15l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/mq2qwwgspo/jpeg/688CL_GO_F1.jpeg,301111,218.29,17,Doorglass,
320061,689 15L,294.43,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/689-15l,1,Standard,White,"1""",Clear,,,https://odl.widen.net/content/mq2qwwgspo/jpeg/688CL_GO_F1.jpeg,33015228,273.64,17,Doorglass,
308770,689 15L,312.32,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/689-15l,1,Standard,Oak,"1/2""",Clear,,,https://odl.widen.net/content/mq2qwwgspo/jpeg/688CL_GO_F1.jpeg,301109,291.5,17,Doorglass,
308468,689 15L,328.13,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/689-15l,1,Standard,White,"1""",Low-E,,,https://odl.widen.net/content/mq2qwwgspo/jpeg/688CL_GO_F1.jpeg,33015231,307.33,17,Doorglass,
317752,689 15L,368.55,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/689-15l,1,Standard,White,"1""",Low-E+,,,https://odl.widen.net/content/mq2qwwgspo/jpeg/688CL_GO_F1.jpeg,320474,347.78,17,Doorglass,
308860,689 15L,401.36,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/689-15l,1,Standard,Oak,"1""",Low-E,,,https://odl.widen.net/content/mq2qwwgspo/jpeg/688CL_GO_F1.jpeg,,,,Doorglass,
312602,689 15L,441.8,3,22x64,22,64,2264,Divided,External Grilles,https://www.odl.com/products/doorglass/689-15l,1,Standard,Oak,"1""",Low-E+,,,https://odl.widen.net/content/mq2qwwgspo/jpeg/688CL_GO_F1.jpeg,,,,Doorglass,
308833,689 15L,430.34,3,22x64,22,64,2264,Privacy,Rain,https://www.odl.com/products/doorglass/689-15l,1,Standard,White,"1""",Low-E Rain,,,https://odl.widen.net/content/mq2qwwgspo/jpeg/688CL_GO_F1.jpeg,,,,Doorglass,ODL And Wr
311355,689 15L,507.14,3,22x64,22,64,2264,Privacy,Rain,https://www.odl.com/products/doorglass/689-15l,1,Standard,Oak,"1""",Low-E Rain,,,https://odl.widen.net/content/mq2qwwgspo/jpeg/688CL_GO_F1.jpeg,,,,Doorglass,ODL And Wr
301309,612 1L,302.85,4,22x80,22,80,2280,Clear,Clear,https://www.odl.com/products/doorglass/612-1l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/fjzppjzvmj/jpeg/612CL_GO_F1.jpeg,301310,294.09,16,Doorglass,
301291,613 12L,326.68,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/613-12l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/kzobkuowcn/jpeg/613CL_GO_F1.jpeg,33013328,317.92,16,Doorglass,
301290,613 12L,419.45,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/613-12l,1,Standard,Oak,"1/2""",Clear,,,https://odl.widen.net/content/kzobkuowcn/jpeg/613CL_GO_F1.jpeg,,,,Doorglass,
33013333,613 12L,446.25,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/613-12l,1,Standard,White,"1""",Low-E,,,https://odl.widen.net/content/kzobkuowcn/jpeg/613CL_GO_F1.jpeg,,,,Doorglass,
33014353,613 12L,459.2,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/613-12l,1,Standard,White,"1/2""",Low-E,,,https://odl.widen.net/content/kzobkuowcn/jpeg/613CL_GO_F1.jpeg,,,,Doorglass,
308151,613 12L,495.67,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/613-12l,1,Standard,White,"1""",Low-E+,,,https://odl.widen.net/content/kzobkuowcn/jpeg/613CL_GO_F1.jpeg,33014344,486.92,16,Doorglass,
33013334,613 12L,539.01,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/613-12l,1,Standard,Oak,"1""",Low-E,,,https://odl.widen.net/content/kzobkuowcn/jpeg/613CL_GO_F1.jpeg,,,,Doorglass,
33014366,613 12L,551.98,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/613-12l,1,Standard,Oak,"1/2""",Low-E,,,https://odl.widen.net/content/kzobkuowcn/jpeg/613CL_GO_F1.jpeg,,,,Doorglass,
308150,613 12L,588.42,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/613-12l,1,Standard,Oak,"1""",Low-E+,,,https://odl.widen.net/content/kzobkuowcn/jpeg/613CL_GO_F1.jpeg,33014360,579.67,16,Doorglass,
301287,614 18L,337.71,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/614-18l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/d6wowngjse/jpeg/614CL_GO_F1.jpeg,301288,316.34,16,Doorglass,
301286,614 18L,430.49,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/614-18l,1,Standard,Oak,"1/2""",Clear,,,https://odl.widen.net/content/d6wowngjse/jpeg/614CL_GO_F1.jpeg,,,,Doorglass,
33013387,614 18L,457.32,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/614-18l,1,Standard,White,"1""",Low-E,,,https://odl.widen.net/content/d6wowngjse/jpeg/614CL_GO_F1.jpeg,313165,448.55,16,Doorglass,
33015056,614 18L,470.22,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/614-18l,1,Standard,White,"1/2""",Low-E,,,https://odl.widen.net/content/d6wowngjse/jpeg/614CL_GO_F1.jpeg,33015057,453.31,16,Doorglass,
308153,614 18L,506.72,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/614-18l,1,Standard,White,"1""",Low-E+,,,https://odl.widen.net/content/d6wowngjse/jpeg/614CL_GO_F1.jpeg,33015049,497.96,16,Doorglass,
33013388,614 18L,550.09,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/614-18l,1,Standard,Oak,"1""",Low-E,,,https://odl.widen.net/content/d6wowngjse/jpeg/614CL_GO_F1.jpeg,,,,Doorglass,
33015069,614 18L,563.03,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/614-18l,1,Standard,Oak,"1/2""",Low-E,,,https://odl.widen.net/content/d6wowngjse/jpeg/614CL_GO_F1.jpeg,,,,Doorglass,
308152,614 18L,599.48,4,22x80,22,80,2280,Divided,External Grilles,https://www.odl.com/products/doorglass/614-18l,1,Standard,Oak,"1""",Low-E+,,,https://odl.widen.net/content/d6wowngjse/jpeg/614CL_GO_F1.jpeg,33015064,590.74,16,Doorglass,
308480,670 9L,120.67,5,20x36,20,36,2036,Divided,External Grilles,https://www.odl.com/products/doorglass/670-9l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/tghi3sfauw/jpeg/670CL_GO_F1.jpeg,301252,106.19,20,Doorglass,
308802,670 9L,157.3,5,20x36,20,36,2036,Divided,External Grilles,https://www.odl.com/products/doorglass/670-9l,1,Standard,Oak,"1/2""",Clear,,,https://odl.widen.net/content/tghi3sfauw/jpeg/670CL_GO_F1.jpeg,,,,Doorglass,
308796,670 9L,166.19,5,20x36,20,36,2036,Divided,External Grilles,https://www.odl.com/products/doorglass/670-9l,1,Standard,White,"1""",Low-E,,,https://odl.widen.net/content/tghi3sfauw/jpeg/670CL_GO_F1.jpeg,33013814,151.73,20,Doorglass,
319118,670 9L,166.37,5,20x36,20,36,2036,Divided,External Grilles,https://www.odl.com/products/doorglass/670-9l,1,Standard,White,"1""",Clear,,,https://odl.widen.net/content/tghi3sfauw/jpeg/670CL_GO_F1.jpeg,320537,151.95,20,Doorglass,
308470,672 1L,125.46,5,20x36,20,36,2036,Clear,Clear,https://www.odl.com/products/doorglass/672-1l,1,Standard,White,"1/2""",Clear,,,https://odl.widen.net/content/a3uunn19yj/jpeg/672CL_GO_F1.jpeg,301248,110.97,20,Doorglass,
33006646,672 1L,162.11,5,20x36,20,36,2036,Clear,Clear,https://www.odl.com/products/doorglass/672-1l,1,Standard,Oak,"1/2""",Clear,,,https://odl.widen.net/content/a3uunn19yj/jpeg/672CL_GO_F1.jpeg,,,,Doorglass,
33015435,699-VL,254.52,5,20x36,20,36,2036,Divided,Vents,https://www.odl.com/products/doorglass/699-vl,1,Standard,White,"3/4""",Clear,,,https://odl.widen.net/content/tv62sr5nr8/jpeg/799CL_GO_F1.jpeg,33015436,241.18,17,Doorglass,
33015438,699-VL,295.86,5,20x36,20,36,2036,Divided,Vents,https://www.odl.com/products/doorglass/699-vl,1,Standard,White,"3/4""",Low-E Rain,,,https://odl.widen.net/content/tv62sr5nr8/jpeg/799CL_GO_F1.jpeg,33015439,282.49,17,Doorglass,
33000032,699-VL,304.65,5,20x36,20,36,2036,Divided,Vents,https://www.odl.com/products/doorglass/699-vl,1,Standard,White,"3/4""",Low-E,,,https://odl.widen.net/content/tv62sr5nr8/jpeg/799CL_GO_F1.jpeg,33000033,291.29,17,Doorglass,
33015442,699-VLGBG 12L,387.19,5,20x36,20,36,2036,Divided,Vents,https://www.odl.com/products/doorglass/699-vlgbg-12l,1,Standard,White,"3/4""",Clear,"5/8""",White,https://odl.widen.net/content/tcorsacikw/jpeg/799GBG_9L_GO_F1.jpeg,,,,Doorglass,
33015432,699-VLGBG 12L,437.33,5,20x36,20,36,2036,Divided,Vents,https://www.odl.com/products/doorglass/699-vlgbg-12l,1,Standard,White,"3/4""",Low-E,"5/8""",White,https://odl.widen.net/content/tcorsacikw/jpeg/799GBG_9L_GO_F1.jpeg,,,,Doorglass,
33015444,699-VLGBG 12L-RN,428.55,5,20x36,20,36,2036,Divided,Vents,https://www.odl.com/products/doorglass/699-vlgbg-12l-rn,1,Standard,White,"3/4""",Low-E Rain,"5/8""",White,https://odl.widen.net/content/se0wzsrldw/jpeg/799RNGBG_GO_F1.jpeg,,,,Doorglass,
